,V1,V2
9548,4132,4132
9549,4132,4930
9550,4132,5409
9551,4133,4133
9552,4134,4134
9553,4134,2575
9554,4135,4135
9555,4135,534
9556,4135,48
9557,4136,4136
9558,4137,4137
9559,4137,4247
9560,4137,5383
9561,4138,4138
9562,4138,5604
9563,4139,4139
9564,4139,5144
9565,4139,3832
9566,4139,3556
9567,4139,4226
9568,4140,4140
9569,4140,4773
9570,4141,4141
9571,4141,4146
9572,4142,4142
9573,4142,5175
9574,4142,4887
9575,4142,5670
9576,4142,4724
9577,4143,4143
9578,4144,4144
9579,4144,3405
9580,4144,3661
9581,4144,4243
9582,4145,4145
9583,4145,4613
9584,4145,5626
9585,4146,4146
9586,4146,4548
9587,4146,4141
9588,4146,3479
9589,4147,4147
9590,4148,4148
9591,4148,4666
9592,4148,5507
9593,4148,4928
9594,4148,5209
9595,4149,4149
9596,4149,4861
9597,4150,4150
9598,4151,4151
9599,4151,4993
9600,4151,5042
9601,4151,4696
9602,4152,4152
9603,4152,4683
9604,4153,4153
9605,4154,4154
9606,4154,4840
9607,4154,3391
9608,4154,4210
9609,4155,4155
9610,4155,4283
9611,4156,4156
9612,4156,5483
9613,4156,5480
9614,4157,4157
9615,4157,4640
9616,4158,4158
9617,4158,4057
9618,4158,5437
9619,4159,4159
9620,4159,4417
9621,4160,4160
9622,4160,5000
9623,4160,3464
9624,4160,1328
9625,4161,4161
9626,4161,4380
9627,4161,5102
9628,4162,4162
9629,4162,4174
9630,4162,5055
9631,4163,4163
9632,4164,4164
9633,4164,4737
9634,4164,5651
9635,4165,4165
9636,4165,4775
9637,4165,3533
9638,4165,5575
9639,4165,5793
9640,4166,4166
9641,4167,4167
9642,4167,5486
9643,4168,4168
9644,4168,3470
9645,4168,4170
9646,4169,4169
9647,4169,3433
9648,4170,4170
9649,4170,4804
9650,4170,5092
9651,4171,4171
9652,4171,4273
9653,4171,4897
9654,4171,5682
9655,4172,4172
9656,4173,4173
9657,4173,4042
9658,4174,4174
9659,4174,4935
9660,4174,3564
9661,4174,4162
9662,4174,3476
9663,4175,4175
9664,4175,5614
9665,4175,4281
9666,4176,4176
9667,4176,3526
9668,4176,4129
9669,4176,3686
9670,4177,4177
9671,4177,4813
9672,4177,3748
9673,4177,3373
9674,4178,4178
9675,4178,5182
9676,4179,4179
9677,4179,4687
9678,4180,4180
9679,4181,4181
9680,4182,4182
9681,4182,5041
9682,4182,4079
9683,4182,3376
9684,4183,4183
9685,4183,4189
9686,4184,4184
9687,4185,4185
9688,4186,4186
9689,4186,3555
9690,4186,3603
9691,4186,3439
9692,4187,4187
9693,4187,3429
9694,4187,4367
9695,4187,4762
9696,4188,4188
9697,4189,4189
9698,4189,4183
9699,4189,4850
9700,4190,4190
9701,4190,5495
9702,4191,4191
9703,4191,3392
9704,4191,5622
9705,4191,4883
9706,4192,4192
9707,4192,4742
9708,4193,4193
9709,4193,6674
9710,4193,5386
9711,4194,4194
9712,4194,3581
9713,4195,4195
9714,4195,2008
9715,4195,1760
9716,4196,4196
9717,4196,5799
9718,4197,4197
9719,4197,4882
9720,4197,4793
9721,4198,4198
9722,4198,4081
9723,4199,4199
9724,4199,330
9725,4199,3687
9726,4200,4200
9727,4201,4201
9728,4202,4202
9729,4203,4203
9730,4203,1174
9731,4203,1138
9732,4204,4204
9733,4204,4381
9734,4204,3879
9735,4205,4205
9736,4206,4206
9737,4207,4207
9738,4207,3420
9739,4207,4951
9740,4207,3508
9741,4207,4327
9742,4208,4208
9743,4208,4232
9744,4208,4708
9745,4209,4209
9746,4210,4210
9747,4210,3418
9748,4210,4154
9749,4211,4211
9750,4211,3618
9751,4211,4081
9752,4211,4829
9753,4211,4574
9754,4212,4212
9755,4212,3794
9756,4212,4463
9757,4213,4213
9758,4213,4111
9759,4214,4214
9760,4215,4215
9761,4215,5747
9762,4215,4074
9763,4216,4216
9764,4217,4217
9765,4217,4285
9766,4217,4431
9767,4217,3613
9768,4218,4218
9769,4218,3780
9770,4219,4219
9771,4219,4418
9772,4219,4620
9773,4220,4220
9774,4220,4079
9775,4221,4221
9776,4221,4236
9777,4221,4852
9778,4222,4222
9779,4222,3494
9780,4222,5380
9781,4223,4223
9782,4224,4224
9783,4224,4503
9784,4224,4080
9785,4225,4225
9786,4225,5727
9787,4225,4519
9788,4225,5572
9789,4226,4226
9790,4226,5729
9791,4226,4139
9792,4226,4369
9793,4226,4831
9794,4227,4227
9795,4227,5550
9796,4228,4228
9797,4228,4232
9798,4229,4229
9799,4230,4230
9800,4231,4231
9801,4231,4075
9802,4232,4232
9803,4232,4208
9804,4232,3591
9805,4232,4228
9806,4233,4233
9807,4233,4681
9808,4234,4234
9809,4234,5457
9810,4235,4235
9811,4236,4236
9812,4236,4221
9813,4237,4237
9814,4237,5075
9815,4237,5663
9816,4238,4238
9817,4238,5707
9818,4239,4239
9819,4240,4240
9820,4240,4243
9821,4240,4748
9822,4240,5561
9823,4241,4241
9824,4241,5388
9825,4241,4691
9826,4241,4859
9827,4242,4242
9828,4243,4243
9829,4243,4876
9830,4243,4240
9831,4244,4244
9832,4244,3801
9833,4245,4245
9834,4245,4477
9835,4246,4246
9836,4247,4247
9837,4247,4992
9838,4247,3533
9839,4247,4137
9840,4247,3479
9841,4248,4248
9842,4249,4249
9843,4249,4770
9844,4250,4250
9845,4250,3525
9846,4250,5403
9847,4251,4251
9848,4251,4610
9849,4251,5259
9850,4251,4624
9851,4252,4252
9852,4252,4107
9853,4253,4253
9854,4253,3569
9855,4254,4254
9856,4255,4255
9857,4256,4256
9858,4256,4977
9859,4256,4790
9860,4256,3758
9861,4256,5408
9862,4257,4257
9863,4257,4098
9864,4258,4258
9865,4259,4259
9866,4259,3469
9867,4259,5712
9868,4259,5551
9869,4260,4260
9870,4260,4933
9871,4260,5517
9872,4261,4261
9873,4261,4354
9874,4262,4262
9875,4262,1125
9876,4263,4263
9877,4264,4264
9878,4265,4265
9879,4265,5195
9880,4266,4266
9881,4266,3604
9882,4267,4267
9883,4267,1114
9884,4267,5
9885,4268,4268
9886,4269,4269
9887,4269,5035
9888,4270,4270
9889,4270,2060
9890,4271,4271
9891,4271,5157
9892,4272,4272
9893,4273,4273
9894,4273,4171
9895,4273,4771
9896,4273,5481
9897,4274,4274
9898,4274,4490
9899,4274,5656
9900,4275,4275
9901,4276,4276
9902,4277,4277
9903,4277,4517
9904,4277,5024
9905,4277,4121
9906,4278,4278
9907,4278,4393
9908,4278,5483
9909,4278,4748
9910,4279,4279
9911,4280,4280
9912,4280,1236
9913,4281,4281
9914,4281,4175
9915,4282,4282
9916,4283,4283
9917,4283,4155
9918,4283,4782
9919,4283,5363
9920,4283,4949
9921,4284,4284
9922,4284,5405
9923,4285,4285
9924,4285,4217
9925,4285,4720
9926,4286,4286
9927,4286,4716
9928,4287,4287
9929,4287,5408
9930,4287,5656
9931,4288,4288
9932,4289,4289
9933,4289,5884
9934,4290,4290
9935,4290,5400
9936,4290,4729
9937,4291,4291
9938,4292,4292
9939,4292,4366
9940,4292,4081
9941,4293,4293
9942,4293,5292
9943,4293,4441
9944,4293,5029
9945,4294,4294
9946,4294,4154
9947,4295,4295
9948,4295,5639
9949,4295,5022
9950,4295,5080
9951,4296,4296
9952,4296,5511
9953,4296,5085
9954,4297,4297
9955,4297,4313
9956,4298,4298
9957,4298,5007
9958,4299,4299
9959,4299,3924
9960,4299,5769
9961,4299,5259
9962,4300,4300
9963,4300,5805
9964,4300,4189
9965,4300,3523
9966,4300,5202
9967,4301,4301
9968,4302,4302
9969,4303,4303
9970,4304,4304
9971,4305,4305
9972,4306,4306
9973,4306,4671
9974,4306,4490
9975,4306,5477
9976,4307,4307
9977,4307,5701
9978,4308,4308
9979,4309,4309
9980,4309,3784
9981,4310,4310
9982,4311,4311
9983,4311,5841
9984,4311,4438
9985,4312,4312
9986,4312,5542
9987,4313,4313
9988,4313,4297
9989,4313,5457
9990,4314,4314
9991,4315,4315
9992,4315,4065
9993,4316,4316
9994,4316,5972
9995,4316,4489
9996,4317,4317
9997,4317,4591
9998,4317,4418
9999,4317,5343
10000,4317,3920
10001,4318,4318
10002,4318,4694
10003,4319,4319
10004,4319,3595
10005,4320,4320
10006,4320,4987
10007,4321,4321
10008,4321,5435
10009,4321,4973
10010,4322,4322
10011,4322,4057
10012,4323,4323
10013,4324,4324
10014,4325,4325
10015,4325,4420
10016,4325,4107
10017,4326,4326
10018,4327,4327
10019,4327,3508
10020,4327,5179
10021,4327,4207
10022,4328,4328
10023,4328,3648
10024,4328,4929
10025,4329,4329
10026,4329,4117
10027,4329,4531
10028,4329,4045
10029,4330,4330
10030,4331,4331
10031,4331,3640
10032,4331,5677
10033,4332,4332
10034,4332,3594
10035,4332,3931
10036,4332,3728
10037,4333,4333
10038,4333,5050
10039,4333,3460
10040,4334,4334
10041,4335,4335
10042,4336,4336
10043,4337,4337
10044,4338,4338
10045,4338,3238
10046,4339,4339
10047,4340,4340
10048,4340,3579
10049,4340,5399
10050,4341,4341
10051,4342,4342
10052,4342,5239
10053,4343,4343
10054,4343,4846
10055,4343,4390
10056,4344,4344
10057,4344,5068
10058,4345,4345
10059,4345,4823
10060,4345,4899
10061,4346,4346
10062,4347,4347
10063,4347,3488
10064,4348,4348
10065,4349,4349
10066,4349,5975
10067,4349,5877
10068,4350,4350
10069,4350,5483
10070,4351,4351
10071,4352,4352
10072,4353,4353
10073,4353,3656
10074,4353,3434
10075,4353,3868
10076,4354,4354
10077,4354,4261
10078,4355,4355
10079,4356,4356
10080,4356,5446
10081,4357,4357
10082,4357,5461
10083,4357,4416
10084,4357,3521
10085,4358,4358
10086,4358,4817
10087,4359,4359
10088,4359,5812
10089,4360,4360
10090,4360,4564
10091,4361,4361
10092,4361,3374
10093,4362,4362
10094,4362,5786
10095,4363,4363
10096,4363,5193
10097,4364,4364
10098,4365,4365
10099,4366,4366
10100,4366,4111
10101,4367,4367
10102,4367,5800
10103,4367,4187
10104,4368,4368
10105,4369,4369
10106,4369,5814
10107,4369,3635
10108,4369,3451
10109,4370,4370
10110,4371,4371
10111,4372,4372
10112,4373,4373
10113,4373,3751
10114,4374,4374
10115,4374,5622
10116,4374,5751
10117,4375,4375
10118,4375,4786
10119,4376,4376
10120,4376,4404
10121,4377,4377
10122,4378,4378
10123,4379,4379
10124,4379,5548
10125,4380,4380
10126,4380,4161
10127,4381,4381
10128,4381,4754
10129,4382,4382
10130,4383,4383
10131,4383,5567
10132,4383,5001
10133,4383,4801
10134,4383,3912
10135,4384,4384
10136,4384,3472
10137,4385,4385
10138,4386,4386
10139,4386,4846
10140,4386,2475
10141,4387,4387
10142,4387,1528
10143,4387,5580
10144,4387,5488
10145,4388,4388
10146,4388,3418
10147,4389,4389
10148,4389,4477
10149,4390,4390
10150,4390,4343
10151,4390,5956
10152,4390,4245
10153,4390,5760
10154,4391,4391
10155,4392,4392
10156,4392,5365
10157,4393,4393
10158,4393,4278
10159,4393,4689
10160,4394,4394
10161,4395,4395
10162,4396,4396
10163,4396,4931
10164,4397,4397
10165,4398,4398
10166,4398,3883
10167,4398,5374
10168,4399,4399
10169,4400,4400
10170,4401,4401
10171,4402,4402
10172,4402,4900
10173,4403,4403
10174,4404,4404
10175,4405,4405
10176,4405,4541
10177,4406,4406
10178,4407,4407
10179,4408,4408
10180,4408,4322
10181,4409,4409
10182,4410,4410
10183,4410,5639
10184,4410,5620
10185,4410,5714
10186,4411,4411
10187,4411,5663
10188,4411,5909
10189,4412,4412
10190,4413,4413
10191,4413,4115
10192,4413,4137
10193,4414,4414
10194,4414,3565
10195,4414,5475
10196,4414,3570
10197,4415,4415
10198,4416,4416
10199,4416,5461
10200,4416,4357
10201,4416,3521
10202,4417,4417
10203,4418,4418
10204,4418,4219
10205,4418,4620
10206,4418,4317
10207,4418,4591
10208,4419,4419
10209,4419,5393
10210,4419,4914
10211,4419,4704
10212,4420,4420
10213,4420,5647
10214,4420,4325
10215,4420,4517
10216,4420,4960
10217,4421,4421
10218,4422,4422
10219,4422,5929
10220,4423,4423
10221,4423,5762
10222,4424,4424
10223,4424,4089
10224,4425,4425
10225,4425,4866
10226,4425,5094
10227,4426,4426
10228,4427,4427
10229,4427,5086
10230,4427,3478
10231,4428,4428
10232,4429,4429
10233,4429,4907
10234,4430,4430
10235,4430,5747
10236,4430,4074
10237,4430,3426
10238,4430,5541
10239,4431,4431
10240,4431,4986
10241,4432,4432
10242,4432,5027
10243,4432,3821
10244,4432,3667
10245,4433,4433
10246,4434,4434
10247,4435,4435
10248,4436,4436
10249,4436,4894
10250,4436,4937
10251,4436,4697
10252,4437,4437
10253,4437,5640
10254,4438,4438
10255,4438,5714
10256,4438,4456
10257,4438,5798
10258,4438,4311
10259,4439,4439
10260,4440,4440
10261,4441,4441
10262,4441,3956
10263,4441,5224
10264,4441,4293
10265,4442,4442
10266,4443,4443
10267,4443,4126
10268,4443,846
10269,4444,4444
10270,4445,4445
10271,4446,4446
10272,4446,3753
10273,4446,3602
10274,4447,4447
10275,4447,3791
10276,4448,4448
10277,4448,4253
10278,4448,3429
10279,4449,4449
10280,4449,4276
10281,4449,5655
10282,4449,4324
10283,4450,4450
10284,4450,5096
10285,4450,4764
10286,4451,4451
10287,4452,4452
10288,4452,3787
10289,4453,4453
10290,4453,4161
10291,4454,4454
10292,4455,4455
10293,4456,4456
10294,4456,4384
10295,4456,4438
10296,4456,4311
10297,4457,4457
10298,4457,3602
10299,4457,4446
10300,4457,3516
10301,4457,4069
10302,4458,4458
10303,4458,4075
10304,4459,4459
10305,4459,4542
10306,4459,4882
10307,4460,4460
10308,4461,4461
10309,4462,4462
10310,4462,5684
10311,4463,4463
10312,4463,4276
10313,4463,4212
10314,4464,4464
10315,4464,4129
10316,4464,5681
10317,4465,4465
10318,4465,1328
10319,4466,4466
10320,4466,3545
10321,4466,5185
10322,4467,4467
10323,4467,5509
10324,4467,5648
10325,4467,4522
10326,4468,4468
10327,4468,5578
10328,4469,4469
10329,4469,5172
10330,4470,4470
10331,4470,3746
10332,4471,4471
10333,4471,3878
10334,4471,5904
10335,4472,4472
10336,4472,4001
10337,4472,5928
10338,4472,3890
10339,4473,4473
10340,4474,4474
10341,4474,4958
10342,4475,4475
10343,4476,4476
10344,4476,3828
10345,4477,4477
10346,4477,4389
10347,4477,4245
10348,4478,4478
10349,4479,4479
10350,4479,4923
10351,4479,3835
10352,4480,4480
10353,4481,4481
10354,4481,3925
10355,4481,3977
10356,4482,4482
10357,4483,4483
10358,4484,4484
10359,4485,4485
10360,4485,3733
10361,4485,5039
10362,4486,4486
10363,4486,4079
10364,4487,4487
10365,4488,4488
10366,4489,4489
10367,4489,4316
10368,4489,5427
10369,4489,3500
10370,4490,4490
10371,4490,5477
10372,4490,4274
10373,4490,4306
10374,4491,4491
10375,4492,4492
10376,4492,3906
10377,4492,5242
10378,4492,3893
10379,4493,4493
10380,4493,3438
10381,4494,4494
10382,4494,4509
10383,4495,4495
10384,4495,3426
10385,4496,4496
10386,4497,4497
10387,4498,4498
10388,4498,4493
10389,4498,3438
10390,4499,4499
10391,4499,5273
10392,4499,5125
10393,4499,5648
10394,4500,4500
10395,4500,4664
10396,4501,4501
10397,4502,4502
10398,4503,4503
10399,4503,4224
10400,4504,4504
10401,4505,4505
10402,4506,4506
10403,4506,3743
10404,4507,4507
10405,4508,4508
10406,4508,5911
10407,4508,3953
10408,4509,4509
10409,4509,4494
10410,4510,4510
10411,4510,4971
10412,4511,4511
10413,4511,5067
10414,4511,4514
10415,4512,4512
10416,4512,4044
10417,4513,4513
10418,4514,4514
10419,4514,5003
10420,4514,4511
10421,4515,4515
10422,4516,4516
10423,4517,4517
10424,4517,4277
10425,4517,4420
10426,4517,3529
10427,4517,4960
10428,4518,4518
10429,4518,5192
10430,4519,4519
10431,4519,4225
10432,4519,5515
10433,4520,4520
10434,4521,4521
10435,4521,4725
10436,4521,5111
10437,4522,4522
10438,4522,3447
10439,4522,4467
10440,4523,4523
10441,4524,4524
10442,4524,5922
10443,4524,3935
10444,4524,4033
10445,4524,5637
10446,4525,4525
10447,4526,4526
10448,4526,5010
10449,4527,4527
10450,4527,4564
10451,4528,4528
10452,4529,4529
10453,4529,3923
10454,4529,3776
10455,4530,4530
10456,4531,4531
10457,4531,3551
10458,4531,4329
10459,4532,4532
10460,4532,4823
10461,4532,5775
10462,4533,4533
10463,4534,4534
10464,4535,4535
10465,4535,4380
10466,4536,4536
10467,4537,4537
10468,4537,5189
10469,4538,4538
10470,4539,4539
10471,4540,4540
10472,4540,5721
10473,4540,3971
10474,4541,4541
10475,4541,4405
10476,4541,5989
10477,4541,3438
10478,4542,4542
10479,4542,4459
10480,4542,3721
10481,4543,4543
10482,4544,4544
10483,4545,4545
10484,4545,5060
10485,4545,1528
10486,4546,4546
10487,4546,5453
10488,4547,4547
10489,4547,3515
10490,4548,4548
10491,4548,4146
10492,4548,4141
10493,4548,3479
10494,4549,4549
10495,4549,3953
10496,4549,5332
10497,4550,4550
10498,4550,3631
10499,4551,4551
10500,4552,4552
10501,4553,4553
10502,4554,4554
10503,4554,5658
10504,4555,4555
10505,4556,4556
10506,4556,3620
10507,4556,5878
10508,4557,4557
10509,4558,4558
10510,4558,3696
10511,4559,4559
10512,4559,4956
10513,4560,4560
10514,4560,5356
10515,4561,4561
10516,4561,4494
10517,4562,4562
10518,4563,4563
10519,4563,3878
10520,4563,6004
10521,4563,1609
10522,4564,4564
10523,4564,3493
10524,4565,4565
10525,4565,4153
10526,4566,4566
10527,4566,3930
10528,4566,5521
10529,4566,5366
10530,4566,5853
10531,4567,4567
10532,4567,5121
10533,4567,4974
10534,4568,4568
10535,4568,3853
10536,4568,5330
10537,4569,4569
10538,4570,4570
10539,4570,3734
10540,4570,5579
10541,4570,5033
10542,4571,4571
10543,4572,4572
10544,4572,4848
10545,4573,4573
10546,4573,5244
10547,4573,3420
10548,4573,3508
10549,4574,4574
10550,4574,4303
10551,4574,4211
10552,4575,4575
10553,4575,4021
10554,4575,5212
10555,4576,4576
10556,4577,4577
10557,4577,3496
10558,4577,3750
10559,4578,4578
10560,4579,4579
10561,4580,4580
10562,4580,4637
10563,4580,3935
10564,4580,4015
10565,4580,5873
10566,4581,4581
10567,4581,4585
10568,4582,4582
10569,4582,4676
10570,4583,4583
10571,4583,4948
10572,4584,4584
10573,4585,4585
10574,4585,3915
10575,4585,4581
10576,4585,5290
10577,4586,4586
10578,4587,4587
10579,4587,442
10580,4587,7083
10581,4587,915
10582,4588,4588
10583,4589,4589
10584,4590,4590
10585,4590,4595
10586,4590,4820
10587,4590,3473
10588,4591,4591
10589,4591,4317
10590,4591,5955
10591,4591,4604
10592,4591,4418
10593,4592,4592
10594,4592,3632
10595,4593,4593
10596,4594,4594
10597,4594,4461
10598,4595,4595
10599,4595,4590
10600,4595,5500
10601,4596,4596
10602,4596,3794
10603,4596,4352
10604,4596,5025
10605,4597,4597
10606,4597,4652
10607,4597,5898
10608,4598,4598
10609,4598,5915
10610,4599,4599
10611,4600,4600
10612,4600,5987
10613,4601,4601
10614,4602,4602
10615,4602,5088
10616,4602,3959
10617,4602,3676
10618,4602,5011
10619,4603,4603
10620,4603,3678
10621,4604,4604
10622,4604,3829
10623,4604,4591
10624,4605,4605
10625,4605,5969
10626,4605,3856
10627,4606,4606
10628,4606,4656
10629,4607,4607
10630,4608,4608
10631,4608,4368
10632,4608,4003
10633,4608,5223
10634,4609,4609
10635,4609,5589
10636,4610,4610
10637,4610,4251
10638,4611,4611
10639,4611,4878
10640,4611,5575
10641,4612,4612
10642,4613,4613
10643,4613,4145
10644,4614,4614
10645,4615,4615
10646,4616,4616
10647,4616,5887
10648,4617,4617
10649,4617,5199
10650,4617,3889
10651,4617,4182
10652,4618,4618
10653,4619,4619
10654,4619,3796
10655,4620,4620
10656,4620,4418
10657,4621,4621
10658,4621,4996
10659,4622,4622
10660,4622,2763
10661,4623,4623
10662,4624,4624
10663,4624,5282
10664,4624,3888
10665,4624,4251
10666,4625,4625
10667,4625,5887
10668,4625,3988
10669,4625,5283
10670,4626,4626
10671,4627,4627
10672,4628,4628
10673,4629,4629
10674,4629,5182
10675,4630,4630
10676,4631,4631
10677,4631,5916
10678,4632,4632
10679,4632,4908
10680,4632,3903
10681,4633,4633
10682,4633,5898
10683,4633,3829
10684,4634,4634
10685,4634,5274
10686,4635,4635
10687,4636,4636
10688,4636,5983
10689,4636,5771
10690,4637,4637
10691,4637,4580
10692,4637,5877
10693,4638,4638
10694,4638,3991
10695,4639,4639
10696,4640,4640
10697,4640,3485
10698,4640,4157
10699,4641,4641
10700,4641,5984
10701,4641,4423
10702,4641,2433
10703,4641,5323
10704,4642,4642
10705,4642,5929
10706,4643,4643
10707,4643,4391
10708,4644,4644
10709,4644,5158
10710,4645,4645
10711,4646,4646
10712,4647,4647
10713,4647,501
10714,4648,4648
10715,4648,3493
10716,4649,4649
10717,4649,3895
10718,4649,3883
10719,4650,4650
10720,4650,4034
10721,4651,4651
10722,4652,4652
10723,4652,4597
10724,4652,3973
10725,4653,4653
10726,4653,5273
10727,4653,5313
10728,4654,4654
10729,4655,4655
10730,4656,4656
10731,4656,1576
10732,4656,4606
10733,4656,5270
10734,4657,4657
10735,4657,4619
10736,4657,1147
10737,4657,1709
10738,4658,4658
10739,4659,4659
10740,4660,4660
10741,4660,5886
10742,4661,4661
10743,4662,4662
10744,4662,5298
10745,4663,4663
10746,4663,5321
10747,4663,4615
10748,4663,1712
10749,4664,4664
10750,4664,4500
10751,4664,4349
10752,4665,4665
10753,4665,5274
10754,4666,4666
10755,4666,4148
10756,4666,5507
10757,4666,4928
10758,4666,5488
10759,4667,4667
10760,4667,4635
10761,4667,4499
10762,4668,4668
10763,4669,4669
10764,4670,4670
10765,4671,4671
10766,4671,4306
10767,4672,4672
10768,4673,4673
10769,4673,5329
10770,4674,4674
10771,4674,7246
10772,4675,4675
10773,4676,4676
10774,4676,4582
10775,4676,5987
10776,4676,4632
10777,4676,4021
10778,4677,4677
10779,4678,4678
10780,4678,3657
10781,4679,4679
10782,4679,3444
10783,4680,4680
10784,4680,4096
10785,4681,4681
10786,4681,4233
10787,4682,4682
10788,4683,4683
10789,4683,4152
10790,4683,5351
10791,4684,4684
10792,4685,4685
10793,4685,3444
10794,4685,3390
10795,4685,4041
10796,4686,4686
10797,4686,4042
10798,4686,4853
10799,4686,4129
10800,4687,4687
10801,4687,4179
10802,4687,4887
10803,4687,4724
10804,4688,4688
10805,4688,4066
10806,4688,4088
10807,4688,4053
10808,4688,3387
10809,4689,4689
10810,4689,4393
10811,4690,4690
10812,4690,5550
10813,4691,4691
10814,4691,3600
10815,4691,4241
10816,4692,4692
10817,4692,4716
10818,4692,4908
10819,4692,4722
10820,4693,4693
10821,4694,4694
10822,4694,4318
10823,4694,5757
10824,4695,4695
10825,4695,5021
10826,4696,4696
10827,4696,5649
10828,4696,4993
10829,4696,4151
10830,4696,3412
10831,4697,4697
10832,4697,4867
10833,4697,4937
10834,4698,4698
10835,4699,4699
10836,4700,4700
10837,4700,5437
10838,4700,5526
10839,4701,4701
10840,4701,5956
10841,4701,5105
10842,4702,4702
10843,4703,4703
10844,4703,5543
10845,4704,4704
10846,4704,5427
10847,4704,4735
10848,4704,3821
10849,4704,4419
10850,4705,4705
10851,4706,4706
10852,4707,4707
10853,4707,3399
10854,4708,4708
10855,4709,4709
10856,4710,4710
10857,4710,4731
10858,4711,4711
10859,4712,4712
10860,4712,3391
10861,4713,4713
10862,4713,3699
10863,4713,4760
10864,4713,4911
10865,4714,4714
10866,4714,4053
10867,4715,4715
10868,4715,5839
10869,4716,4716
10870,4716,4286
10871,4716,4692
10872,4717,4717
10873,4717,3504
10874,4717,5557
10875,4718,4718
10876,4719,4719
10877,4719,5549
10878,4719,5397
10879,4719,3608
10880,4720,4720
10881,4720,4285
10882,4720,3576
10883,4721,4721
10884,4721,3413
10885,4721,4902
10886,4721,4727
10887,4722,4722
10888,4722,5402
10889,4722,4986
10890,4723,4723
10891,4723,5467
10892,4724,4724
10893,4724,4127
10894,4724,4687
10895,4724,4142
10896,4725,4725
10897,4725,4521
10898,4725,3759
10899,4726,4726
10900,4726,5400
10901,4727,4727
10902,4727,5443
10903,4727,4721
10904,4728,4728
10905,4728,3418
10906,4729,4729
10907,4729,4049
10908,4730,4730
10909,4730,5386
10910,4730,3422
10911,4731,4731
10912,4731,4710
10913,4731,4796
10914,4731,3622
10915,4732,4732
10916,4733,4733
10917,4733,5401
10918,4734,4734
10919,4735,4735
10920,4735,4704
10921,4736,4736
10922,4736,5546
10923,4737,4737
10924,4737,4164
10925,4737,5064
10926,4738,4738
10927,4738,4853
10928,4739,4739
10929,4739,4109
10930,4740,4740
10931,4740,3562
10932,4740,3422
10933,4740,3547
10934,4740,4775
10935,4741,4741
10936,4741,4698
10937,4742,4742
10938,4742,4084
10939,4743,4743
10940,4743,3498
10941,4744,4744
10942,4745,4745
10943,4746,4746
10944,4747,4747
10945,4747,3503
10946,4747,5142
10947,4748,4748
10948,4748,4240
10949,4748,4331
10950,4748,4278
10951,4749,4749
10952,4749,849
10953,4749,5378
10954,4750,4750
10955,4751,4751
10956,4751,4083
10957,4752,4752
10958,4752,4122
10959,4752,3375
10960,4752,3400
10961,4753,4753
10962,4754,4754
10963,4754,4381
10964,4755,4755
10965,4756,4756
10966,4756,3486
10967,4757,4757
10968,4758,4758
10969,4759,4759
10970,4760,4760
10971,4761,4761
10972,4761,3155
10973,4762,4762
10974,4762,5768
10975,4762,4923
10976,4762,3771
10977,4762,4187
10978,4763,4763
10979,4763,3741
10980,4763,5951
10981,4764,4764
10982,4764,5362
10983,4765,4765
10984,4766,4766
10985,4766,3399
10986,4766,3426
10987,4767,4767
10988,4767,5454
10989,4767,5154
10990,4767,4096
10991,4768,4768
10992,4768,4087
10993,4768,4045
10994,4769,4769
10995,4770,4770
10996,4770,4249
10997,4771,4771
10998,4771,4273
10999,4771,5647
11000,4772,4772
11001,4772,5365
11002,4773,4773
11003,4773,3470
11004,4773,4140
11005,4773,4092
11006,4774,4774
11007,4774,5552
11008,4774,4843
11009,4775,4775
11010,4775,4165
11011,4775,4740
11012,4776,4776
11013,4777,4777
11014,4777,5711
11015,4778,4778
11016,4778,5612
11017,4778,5482
11018,4779,4779
11019,4780,4780
11020,4781,4781
11021,4782,4782
11022,4782,5830
11023,4782,4283
11024,4782,4949
11025,4783,4783
11026,4783,4091
11027,4783,5482
11028,4784,4784
11029,4785,4785
11030,4785,5708
11031,4786,4786
11032,4786,3409
11033,4787,4787
11034,4787,3390
11035,4787,5361
11036,4787,3386
11037,4788,4788
11038,4788,4094
11039,4789,4789
11040,4790,4790
11041,4790,5430
11042,4790,3744
11043,4790,4256
11044,4790,5411
11045,4791,4791
11046,4792,4792
11047,4793,4793
11048,4793,4197
11049,4794,4794
11050,4795,4795
11051,4795,3992
11052,4795,5702
11053,4795,5301
11054,4796,4796
11055,4796,4731
11056,4797,4797
11057,4798,4798
11058,4799,4799
11059,4799,5211
11060,4800,4800
11061,4800,3584
11062,4800,4119
11063,4801,4801
11064,4801,5001
11065,4801,3912
11066,4801,5581
11067,4801,4383
11068,4802,4802
11069,4803,4803
11070,4804,4804
11071,4804,4770
11072,4804,4170
11073,4805,4805
11074,4806,4806
11075,4806,4981
11076,4806,3633
11077,4806,4826
11078,4806,4901
11079,4807,4807
11080,4808,4808
11081,4808,5404
11082,4808,3658
11083,4809,4809
11084,4809,4063
11085,4809,537
11086,4810,4810
11087,4811,4811
11088,4811,5410
11089,4812,4812
11090,4812,5867
11091,4813,4813
11092,4813,4177
11093,4814,4814
11094,4814,5362
11095,4815,4815
11096,4816,4816
11097,4816,4938
11098,4816,4873
11099,4816,5735
11100,4816,5246
11101,4817,4817
11102,4817,4358
